Policy Number,Policy Effective Date,Policy Expiration Date,Agency ID,Underwriting Company ID,Cancel Date
1020393,7/2/2011,12/30/2011,1,2,NULL
1020446,11/24/2010,5/24/2011,5,1,4/8/2011
1021430,10/8/2010,4/7/2011,18,3,NULL
1021728,9/4/2010,3/4/2011,3,5,NULL
1021815,4/2/2011,9/30/2011,3,6,6/8/2011
1022855,10/19/2010,4/18/2011,3,5,NULL
1023068,4/16/2011,10/14/2011,11,1,NULL
1023187,2/16/2011,8/16/2011,16,7,NULL
1023323,6/27/2011,12/25/2011,17,6,NULL
1024815,6/23/2011,12/21/2011,9,6,NULL
1024825,8/22/2010,2/19/2011,11,5,NULL
1024852,1/18/2011,7/18/2011,12,4,4/9/2011
1025148,5/26/2011,11/23/2011,2,3,NULL
1025415,6/10/2011,12/8/2011,4,6,NULL
1025982,9/19/2010,3/19/2011,6,4,5/13/2011
1026210,3/26/2011,9/23/2011,10,7,4/10/2011
1026566,4/9/2011,10/7/2011,13,5,NULL
1026718,11/29/2010,5/29/2011,15,5,NULL
1026894,2/20/2011,8/20/2011,19,6,NULL
1027770,2/11/2011,8/11/2011,12,3,NULL
1028354,3/7/2011,9/4/2011,8,1,NULL
1028568,3/22/2011,9/19/2011,12,1,NULL
1029016,9/5/2010,3/5/2011,6,5,NULL
1029196,11/29/2010,5/29/2011,16,6,NULL
1029199,2/23/2011,8/23/2011,8,5,NULL
1029972,2/24/2011,8/24/2011,9,4,NULL
1000008,8/21/2010,2/18/2011,7,4,NULL
1000205,6/17/2011,12/15/2011,6,3,NULL
1000466,10/10/2010,4/9/2011,4,6,5/7/2011
1000554,1/4/2011,7/4/2011,12,4,NULL
1000720,10/8/2010,4/7/2011,6,5,5/16/2011
1000750,12/26/2010,6/25/2011,11,1,NULL
1000791,2/1/2011,8/1/2011,19,5,4/11/2011
1000795,5/12/2011,11/9/2011,8,4,NULL
1000963,7/21/2011,1/18/2012,5,6,NULL
1000984,1/10/2011,7/10/2011,14,1,NULL
1001016,3/10/2011,9/7/2011,11,4,NULL
1001316,5/8/2011,11/5/2011,7,6,NULL
1001499,12/15/2010,6/14/2011,10,3,NULL
1001607,5/24/2011,11/21/2011,4,1,NULL
1001646,7/14/2011,1/11/2012,20,7,NULL
1001693,2/5/2011,8/5/2011,9,6,NULL
1001716,6/13/2011,12/11/2011,5,2,NULL
1001754,12/23/2010,6/22/2011,20,6,NULL
1001794,9/20/2010,3/20/2011,6,3,NULL
1001819,2/6/2011,8/6/2011,16,5,NULL
1001915,8/23/2010,2/20/2011,7,4,NULL
1002211,5/27/2011,11/24/2011,2,6,NULL
1002243,2/2/2011,8/2/2011,11,7,NULL
1002287,9/7/2010,3/7/2011,20,2,4/9/2011
1002304,7/11/2011,1/8/2012,2,1,NULL
1002347,3/3/2011,8/31/2011,4,7,3/30/2011
1002357,11/15/2010,5/15/2011,5,4,NULL
1002403,5/16/2011,11/13/2011,13,5,NULL
1002418,12/5/2010,6/4/2011,14,3,NULL
1002443,12/26/2010,6/25/2011,15,6,NULL
1002476,1/2/2011,7/2/2011,11,6,NULL
1002477,10/11/2010,4/10/2011,19,6,NULL
1002619,12/12/2010,6/11/2011,11,3,NULL
1002627,5/24/2011,11/21/2011,14,4,NULL
1002752,3/2/2011,8/30/2011,9,6,NULL
1002849,4/12/2011,10/10/2011,8,5,NULL
1002864,9/2/2010,3/2/2011,2,2,4/3/2011
1002881,11/25/2010,5/25/2011,3,4,NULL
1002919,12/2/2010,6/1/2011,9,1,4/24/2011
1003206,10/19/2010,4/18/2011,4,6,NULL
1003255,4/16/2011,10/14/2011,13,3,NULL
1003349,6/17/2011,12/15/2011,3,2,NULL
1003350,1/31/2011,7/31/2011,17,7,4/19/2011
1003474,10/23/2010,4/22/2011,17,5,NULL
1003529,1/25/2011,7/25/2011,17,3,NULL
1003653,4/2/2011,9/30/2011,15,3,NULL
1003674,1/8/2011,7/8/2011,5,7,NULL
1003777,4/20/2011,10/18/2011,7,4,NULL
1003911,9/10/2010,3/10/2011,8,1,NULL
1003960,12/30/2010,6/29/2011,6,6,NULL
1004011,12/11/2010,6/10/2011,10,5,NULL
1004193,1/7/2011,7/7/2011,16,4,NULL
1004328,12/29/2010,6/28/2011,14,3,NULL
1004331,1/30/2011,7/30/2011,14,2,NULL
1004386,11/21/2010,5/21/2011,11,7,5/14/2011
1004804,2/10/2011,8/10/2011,8,4,NULL
1004897,9/3/2010,3/3/2011,14,4,NULL
1005039,2/21/2011,8/21/2011,1,2,NULL
1005113,1/12/2011,7/12/2011,9,5,4/18/2011
1005314,1/12/2011,7/12/2011,19,1,NULL
1005422,8/18/2010,2/15/2011,7,4,NULL
1005433,7/16/2011,1/13/2012,16,1,NULL
1005435,5/28/2011,11/25/2011,16,1,NULL
1005518,5/6/2011,11/3/2011,2,1,NULL
1005590,8/21/2010,2/18/2011,3,7,NULL
1005592,2/15/2011,8/15/2011,18,4,4/27/2011
1005801,6/3/2011,12/1/2011,6,7,NULL
1005889,9/6/2010,3/6/2011,16,1,NULL
1005994,6/27/2011,12/25/2011,15,7,8/30/2011
1006006,1/22/2011,7/22/2011,10,4,NULL
1006188,10/17/2010,4/16/2011,3,3,NULL
1006275,12/28/2010,6/27/2011,12,3,NULL
1006276,10/6/2010,4/5/2011,2,5,NULL
1006406,11/12/2010,5/12/2011,7,4,NULL
1006418,2/16/2011,8/16/2011,7,7,NULL
1006798,12/20/2010,6/19/2011,5,6,NULL
1007061,3/8/2011,9/5/2011,13,2,NULL
1007072,10/30/2010,4/29/2011,10,2,NULL
1007134,3/24/2011,9/21/2011,9,5,NULL
1007188,6/10/2011,12/8/2011,14,3,NULL
1007321,3/13/2011,9/10/2011,17,1,5/21/2011
1007336,9/15/2010,3/15/2011,9,3,NULL
1007386,6/19/2011,12/17/2011,14,2,NULL
1007407,3/21/2011,9/18/2011,18,4,NULL
1007415,8/6/2010,2/3/2011,20,3,NULL
1007421,11/1/2010,5/1/2011,15,7,NULL
1007442,1/13/2011,7/13/2011,15,3,NULL
1007711,9/21/2010,3/21/2011,12,2,NULL
1007734,1/4/2011,7/4/2011,10,6,NULL
1007825,11/21/2010,5/21/2011,5,4,NULL
1007979,10/6/2010,4/5/2011,10,2,NULL
1008299,4/17/2011,10/15/2011,20,7,NULL
1008301,5/9/2011,11/6/2011,19,2,NULL
1008382,9/11/2010,3/11/2011,8,5,NULL
1008389,8/16/2010,2/13/2011,4,4,4/8/2011
1008479,4/8/2011,10/6/2011,10,7,NULL
1008536,6/1/2011,11/29/2011,7,4,NULL
1008912,5/5/2011,11/2/2011,17,2,NULL
1008932,5/8/2011,11/5/2011,11,2,7/22/2011
1009045,1/2/2011,7/2/2011,13,3,NULL
1009070,3/24/2011,9/21/2011,19,2,NULL
1009076,7/3/2011,12/31/2011,18,7,NULL
1009085,8/30/2010,2/27/2011,9,7,NULL
1009148,5/9/2011,11/6/2011,5,2,NULL
1009159,3/24/2011,9/21/2011,16,5,NULL
1009170,4/21/2011,10/19/2011,11,6,NULL
1009257,7/10/2011,1/7/2012,11,2,NULL
1009432,12/13/2010,6/12/2011,10,3,5/8/2011
1009459,11/2/2010,5/2/2011,5,1,4/15/2011
1009612,7/10/2011,1/7/2012,19,7,NULL
1009836,4/13/2011,10/11/2011,10,5,NULL
1009850,10/13/2010,4/12/2011,5,7,NULL
1009883,1/22/2011,7/22/2011,2,2,5/20/2011
1009910,12/18/2010,6/17/2011,9,6,NULL
1009995,8/11/2010,2/8/2011,18,2,NULL
1010034,5/16/2011,11/13/2011,14,5,NULL
1010117,1/8/2011,7/8/2011,3,5,5/15/2011
1010514,1/21/2011,7/21/2011,17,4,4/13/2011
1010516,7/8/2011,1/5/2012,15,3,9/19/2011
1010584,3/15/2011,9/12/2011,5,4,NULL
1010684,5/26/2011,11/23/2011,12,1,7/30/2011
1010695,8/16/2010,2/13/2011,3,7,NULL
1010816,6/3/2011,12/1/2011,8,5,NULL
1011134,7/13/2011,1/10/2012,20,3,NULL
1011344,11/6/2010,5/6/2011,20,6,NULL
1011499,11/16/2010,5/16/2011,6,5,NULL
1011678,2/26/2011,8/26/2011,7,1,5/19/2011
1011829,6/11/2011,12/9/2011,2,7,NULL
1012021,2/24/2011,8/24/2011,19,1,NULL
1012063,9/21/2010,3/21/2011,1,7,4/2/2011
1012095,5/11/2011,11/8/2011,5,4,NULL
1012101,9/30/2010,3/30/2011,2,2,5/8/2011
1012252,1/10/2011,7/10/2011,3,2,NULL
1012400,11/23/2010,5/23/2011,20,5,NULL
1012465,10/26/2010,4/25/2011,17,4,4/1/2011
1012527,3/30/2011,9/27/2011,7,7,4/10/2011
1012714,8/22/2010,2/19/2011,14,1,NULL
1012785,10/18/2010,4/17/2011,9,7,NULL
1012871,4/16/2011,10/14/2011,14,3,NULL
1013189,11/4/2010,5/4/2011,8,7,NULL
1013333,9/15/2010,3/15/2011,12,1,NULL
1013447,7/12/2011,1/9/2012,15,1,NULL
1013460,10/28/2010,4/27/2011,16,5,NULL
1013473,9/21/2010,3/21/2011,12,3,NULL
1013608,12/19/2010,6/18/2011,6,2,4/1/2011
1013615,12/13/2010,6/12/2011,4,2,NULL
1013636,5/22/2011,11/19/2011,12,2,9/12/2011
1013727,9/6/2010,3/6/2011,12,6,NULL
1013777,5/12/2011,11/9/2011,1,2,NULL
1014077,2/15/2011,8/15/2011,8,6,5/13/2011
1014130,10/13/2010,4/12/2011,14,7,NULL
1014163,4/30/2011,10/28/2011,8,7,8/25/2011
1014227,7/9/2011,1/6/2012,8,5,NULL
1014243,3/12/2011,9/9/2011,13,7,NULL
1014485,3/1/2011,8/29/2011,11,1,NULL
1014534,3/27/2011,9/24/2011,20,4,4/5/2011
1014662,11/28/2010,5/28/2011,18,1,NULL
1014696,10/10/2010,4/9/2011,3,3,NULL
1014855,8/20/2010,2/17/2011,15,7,4/5/2011
1014896,2/22/2011,8/22/2011,5,7,NULL
1014913,7/20/2011,1/17/2012,4,4,NULL
1015260,11/18/2010,5/18/2011,6,3,NULL
1015345,1/29/2011,7/29/2011,16,4,4/12/2011
1015469,9/22/2010,3/22/2011,10,4,NULL
1015485,12/4/2010,6/3/2011,1,5,NULL
1015845,9/2/2010,3/2/2011,15,1,NULL
1015973,3/23/2011,9/20/2011,4,1,NULL
1015993,11/20/2010,5/20/2011,12,1,4/10/2011
1016000,12/5/2010,6/4/2011,20,1,4/17/2011
1016252,11/28/2010,5/28/2011,2,7,NULL
1016333,5/1/2011,10/29/2011,19,3,NULL
1016682,6/4/2011,12/2/2011,14,4,NULL
1016718,2/13/2011,8/13/2011,1,7,NULL
1016767,10/22/2010,4/21/2011,6,7,4/4/2011
1016910,6/15/2011,12/13/2011,6,5,NULL
1017246,3/2/2011,8/30/2011,20,6,NULL
1017379,12/4/2010,6/3/2011,11,4,NULL
1017443,11/25/2010,5/25/2011,14,4,4/15/2011
1017487,6/27/2011,12/25/2011,19,2,NULL
1017527,11/22/2010,5/22/2011,5,4,NULL
1017571,3/23/2011,9/20/2011,6,6,NULL
1017629,1/19/2011,7/19/2011,15,6,NULL
1017987,7/31/2011,1/28/2012,17,1,NULL
1018122,5/21/2011,11/18/2011,15,4,8/15/2011
1018141,9/2/2010,3/2/2011,19,2,NULL
1018148,6/29/2011,12/27/2011,13,2,9/3/2011
1018191,1/6/2011,7/6/2011,14,2,NULL
1018261,10/27/2010,4/26/2011,3,2,5/1/2011
1018295,10/23/2010,4/22/2011,17,4,NULL
1018395,10/26/2010,4/25/2011,1,3,5/17/2011
1018534,6/15/2011,12/13/2011,6,1,9/11/2011
1018580,11/2/2010,5/2/2011,6,4,NULL
1018596,1/4/2011,7/4/2011,7,6,NULL
1018603,11/14/2010,5/14/2011,17,2,4/20/2011
1018624,3/16/2011,9/13/2011,11,6,NULL
1019028,6/16/2011,12/14/2011,10,1,NULL
1019050,7/10/2011,1/7/2012,7,1,NULL
1019056,6/14/2011,12/12/2011,11,4,NULL
1019175,4/19/2011,10/17/2011,1,6,NULL
1019381,8/17/2010,2/14/2011,6,3,NULL
1019502,6/15/2011,12/13/2011,6,4,NULL
1019512,12/20/2010,6/19/2011,13,4,NULL
1019571,3/13/2011,9/10/2011,13,2,NULL
1019666,12/29/2010,6/28/2011,11,5,NULL
1019699,6/27/2011,12/25/2011,7,6,9/20/2011
1019828,8/18/2010,2/15/2011,13,3,NULL
1019867,2/5/2011,8/5/2011,1,2,NULL
1019901,7/20/2011,1/17/2012,1,6,NULL
1020282,7/26/2011,1/23/2012,11,1,NULL
1020626,7/2/2011,12/30/2011,18,1,NULL
1020770,10/29/2010,4/28/2011,6,3,NULL
1020940,2/18/2011,8/18/2011,18,4,5/21/2011
1021104,8/17/2010,2/14/2011,12,5,NULL
1021140,4/5/2011,10/3/2011,18,4,NULL
1021164,9/15/2010,3/15/2011,19,3,NULL
1021289,12/13/2010,6/12/2011,2,1,NULL
1021477,4/16/2011,10/14/2011,7,4,NULL
1021599,7/21/2011,1/18/2012,1,6,NULL
1021648,5/12/2011,11/9/2011,6,6,9/5/2011
1021669,12/7/2010,6/6/2011,2,3,4/24/2011
1021750,4/14/2011,10/12/2011,14,3,NULL
1021828,12/25/2010,6/24/2011,11,1,NULL
1021868,11/28/2010,5/28/2011,7,3,NULL
1022006,8/20/2010,2/17/2011,5,3,NULL
1022169,12/24/2010,6/23/2011,10,6,NULL
1022211,5/5/2011,11/2/2011,1,1,NULL
1022245,2/21/2011,8/21/2011,2,1,NULL
1022315,7/21/2011,1/18/2012,8,3,NULL
1022522,11/22/2010,5/22/2011,17,4,NULL
1022667,5/21/2011,11/18/2011,20,6,NULL
1022727,1/20/2011,7/20/2011,12,2,NULL
1022776,9/27/2010,3/27/2011,12,3,NULL
1022830,12/25/2010,6/24/2011,18,4,NULL
1022871,7/15/2011,1/12/2012,20,7,NULL
1023239,2/7/2011,8/7/2011,13,4,NULL
1023385,4/12/2011,10/10/2011,4,6,7/18/2011
1023630,4/26/2011,10/24/2011,15,6,NULL
1023978,1/8/2011,7/8/2011,12,3,NULL
1024125,12/13/2010,6/12/2011,15,1,NULL
1024298,12/2/2010,6/1/2011,13,2,NULL
1024349,11/7/2010,5/7/2011,17,4,NULL
1024517,11/1/2010,5/1/2011,15,4,NULL
1024638,4/20/2011,10/18/2011,8,3,8/11/2011
1024809,7/5/2011,1/2/2012,18,5,NULL
1024974,11/27/2010,5/27/2011,7,7,NULL
1025004,9/26/2010,3/26/2011,5,5,NULL
1025043,1/28/2011,7/28/2011,19,5,NULL
1025135,12/6/2010,6/5/2011,13,4,NULL
1025308,9/27/2010,3/27/2011,2,7,4/18/2011
1025355,1/9/2011,7/9/2011,16,3,5/9/2011
1025457,7/23/2011,1/20/2012,14,2,10/22/2011
1025545,7/7/2011,1/4/2012,20,4,NULL
1025704,2/2/2011,8/2/2011,5,4,NULL
1025834,9/25/2010,3/25/2011,6,1,NULL
1025836,4/19/2011,10/17/2011,6,6,NULL
1025858,8/25/2010,2/22/2011,18,7,4/20/2011
1025887,12/14/2010,6/13/2011,18,7,NULL
1025936,7/31/2011,1/28/2012,14,4,NULL
1026275,11/19/2010,5/19/2011,5,5,NULL
1026294,2/17/2011,8/17/2011,2,5,NULL
1026357,3/21/2011,9/18/2011,12,1,NULL
1026653,12/28/2010,6/27/2011,2,2,4/8/2011
1026740,12/5/2010,6/4/2011,19,5,NULL
1026820,7/23/2011,1/20/2012,12,6,10/10/2011
1026841,8/19/2010,2/16/2011,10,2,NULL
1026904,4/12/2011,10/10/2011,12,6,NULL
1026935,4/17/2011,10/15/2011,1,1,5/20/2011
1026955,6/4/2011,12/2/2011,3,5,NULL
1027081,6/10/2011,12/8/2011,18,5,NULL
1027406,3/28/2011,9/25/2011,1,7,NULL
1027546,5/3/2011,10/31/2011,13,3,NULL
1027562,8/24/2010,2/21/2011,14,5,NULL
1027587,9/9/2010,3/9/2011,4,2,NULL
1027605,11/8/2010,5/8/2011,13,6,NULL
1027719,12/2/2010,6/1/2011,9,5,NULL
1027775,6/22/2011,12/20/2011,1,5,9/25/2011
1027792,11/22/2010,5/22/2011,7,1,NULL
1027877,5/5/2011,11/2/2011,1,6,NULL
1028033,9/4/2010,3/4/2011,1,5,NULL
1028098,8/21/2010,2/18/2011,14,6,NULL
1028216,7/22/2011,1/19/2012,1,5,NULL
1028359,3/27/2011,9/24/2011,10,5,NULL
1028385,8/16/2010,2/13/2011,20,6,NULL
1028395,7/13/2011,1/10/2012,7,7,10/13/2011
1028507,3/4/2011,9/1/2011,7,6,NULL
1028543,7/14/2011,1/11/2012,20,6,NULL
1028628,4/4/2011,10/2/2011,17,1,4/5/2011
1028719,6/14/2011,12/12/2011,12,4,NULL
1028757,5/15/2011,11/12/2011,17,2,8/31/2011
1028823,8/17/2010,2/14/2011,15,6,NULL
1028865,10/2/2010,4/1/2011,9,6,NULL
1028876,12/29/2010,6/28/2011,3,2,NULL
1028956,10/3/2010,4/2/2011,20,3,NULL
1028963,3/4/2011,9/1/2011,1,3,NULL
1028971,7/3/2011,12/31/2011,14,6,NULL
1029129,7/13/2011,1/10/2012,19,1,11/8/2011
1029213,7/31/2011,1/28/2012,13,3,NULL
1029233,10/15/2010,4/14/2011,3,1,NULL
1029312,12/9/2010,6/8/2011,13,5,NULL
1029379,9/2/2010,3/2/2011,18,3,NULL
1029546,9/22/2010,3/22/2011,18,2,NULL
1029603,4/4/2011,10/2/2011,15,6,4/9/2011
1029791,2/11/2011,8/11/2011,9,3,NULL
1000101,8/11/2010,2/8/2011,13,2,NULL
1001769,11/3/2010,5/3/2011,17,2,NULL
1002986,11/7/2010,5/7/2011,11,7,NULL
1005874,9/4/2010,3/4/2011,11,1,NULL
1006110,5/23/2011,11/20/2011,1,2,NULL
1007042,1/4/2011,7/4/2011,11,3,NULL
1007774,7/15/2010,1/12/2011,2,7,3/28/2011
1010756,8/9/2010,2/6/2011,6,3,NULL
1011410,11/24/2010,5/24/2011,9,4,NULL
1011425,6/7/2011,12/5/2011,9,7,9/26/2011
1013650,5/12/2011,11/9/2011,1,6,NULL
1018551,11/9/2010,5/9/2011,14,6,NULL
1020340,2/18/2011,8/18/2011,14,2,NULL
1021543,12/23/2010,6/22/2011,13,3,NULL
1000284,10/2/2010,4/1/2011,3,7,NULL
1000715,4/22/2011,10/20/2011,18,2,NULL
1001546,10/15/2010,4/14/2011,7,7,4/3/2011
1002308,9/20/2010,3/20/2011,13,3,3/21/2011
1002437,2/5/2011,8/5/2011,6,7,2/27/2011
1002782,4/29/2011,10/27/2011,2,6,NULL
1002934,4/12/2011,10/10/2011,13,3,7/27/2011
1004150,2/25/2011,8/25/2011,20,4,NULL
1004248,11/28/2010,5/28/2011,14,5,NULL
1004317,10/21/2010,4/20/2011,16,1,4/19/2011
1004601,10/7/2010,4/6/2011,13,1,NULL
1005315,6/14/2011,12/12/2011,19,3,NULL
1005449,8/13/2010,2/10/2011,7,7,3/30/2011
1007157,2/28/2011,8/28/2011,11,1,NULL
1008164,10/4/2010,4/3/2011,9,7,NULL
1008192,11/18/2010,5/18/2011,5,2,NULL
1008780,4/25/2011,10/23/2011,13,1,NULL
1008831,7/30/2010,1/27/2011,20,7,NULL
1009103,11/4/2010,5/4/2011,13,3,NULL
1009198,2/9/2011,8/9/2011,9,4,NULL
1009474,10/7/2010,4/6/2011,7,3,3/9/2011
1009589,10/19/2010,4/18/2011,14,1,NULL
1009779,5/13/2011,11/10/2011,9,1,NULL
1009828,12/21/2010,6/20/2011,7,6,4/11/2011
1009907,2/5/2011,8/5/2011,7,1,NULL
1010596,11/12/2010,5/12/2011,12,3,NULL
1011139,4/14/2011,10/12/2011,16,3,NULL
1011346,8/16/2010,2/13/2011,10,3,NULL
1012186,5/29/2011,11/26/2011,19,4,NULL
1012245,11/26/2010,5/26/2011,20,1,NULL
1012540,4/16/2011,10/14/2011,6,6,NULL
1012580,11/9/2010,5/9/2011,2,4,NULL
1012893,7/20/2010,1/17/2011,6,1,4/3/2011
1013707,6/19/2011,12/17/2011,15,2,NULL
1014019,2/16/2011,8/16/2011,13,3,NULL
1014052,3/16/2011,9/13/2011,6,6,NULL
1014439,7/13/2010,1/10/2011,14,3,NULL
1015175,1/6/2011,7/6/2011,9,5,4/11/2011
1015213,5/18/2011,11/15/2011,2,5,NULL
1015281,9/23/2010,3/23/2011,18,1,NULL
1015410,2/24/2011,8/24/2011,15,1,3/18/2011
1015438,5/7/2011,11/4/2011,12,1,8/11/2011
1015782,12/20/2010,6/19/2011,10,1,NULL
1015861,9/5/2010,3/5/2011,8,1,NULL
1016260,10/13/2010,4/12/2011,15,4,NULL
1016397,7/16/2010,1/13/2011,16,4,NULL
1016883,10/14/2010,4/13/2011,5,2,NULL
1016921,10/21/2010,4/20/2011,10,6,3/25/2011
1017363,9/2/2010,3/2/2011,1,1,NULL
1017437,1/8/2011,7/8/2011,1,3,NULL
1017484,11/9/2010,5/9/2011,9,1,NULL
1017644,5/17/2011,11/14/2011,15,4,8/6/2011
1017736,9/30/2010,3/30/2011,3,7,NULL
1018078,1/25/2011,7/25/2011,20,5,3/20/2011
1018134,12/30/2010,6/29/2011,15,6,NULL
1018164,9/15/2010,3/15/2011,9,1,NULL
1018200,9/1/2010,3/1/2011,6,2,NULL
1018320,4/1/2011,9/29/2011,6,2,NULL
1018333,7/7/2010,1/4/2011,17,1,4/9/2011
1019231,5/23/2011,11/20/2011,18,5,NULL
1019975,8/15/2010,2/12/2011,1,6,NULL
1020008,8/8/2010,2/5/2011,13,2,NULL
1020623,7/28/2010,1/25/2011,15,3,NULL
1020822,12/25/2010,6/24/2011,9,3,3/27/2011
1020908,10/21/2010,4/20/2011,15,2,NULL
1020932,7/16/2010,1/13/2011,16,2,NULL
1021062,12/24/2010,6/23/2011,3,7,NULL
1021438,11/6/2010,5/6/2011,10,5,NULL
1022046,5/4/2011,11/1/2011,10,5,NULL
1022190,11/12/2010,5/12/2011,12,6,NULL
1022215,3/26/2011,9/23/2011,4,6,3/28/2011
1022311,6/28/2011,12/26/2011,5,2,NULL
1023150,8/22/2010,2/19/2011,6,1,NULL
1023753,8/30/2010,2/27/2011,16,7,NULL
1024061,9/30/2010,3/30/2011,7,1,4/11/2011
1024110,7/22/2010,1/19/2011,20,3,NULL
1024243,11/7/2010,5/7/2011,10,5,NULL
1024303,8/17/2010,2/14/2011,3,3,NULL
1024472,11/6/2010,5/6/2011,11,2,NULL
1025199,1/26/2011,7/26/2011,10,3,NULL
1025275,5/11/2011,11/8/2011,5,6,NULL
1025746,9/19/2010,3/19/2011,1,2,NULL
1026188,11/19/2010,5/19/2011,3,7,NULL
1026332,7/6/2010,1/3/2011,9,2,NULL
1026371,1/16/2011,7/16/2011,1,5,NULL
1026577,3/15/2011,9/12/2011,10,4,NULL
1028421,10/14/2010,4/13/2011,3,7,3/30/2011
1028598,3/10/2011,9/7/2011,13,2,NULL
1028617,4/24/2011,10/22/2011,19,7,NULL
1029127,1/27/2011,7/27/2011,16,4,NULL
1029320,10/18/2010,4/17/2011,4,2,NULL
1029321,6/17/2011,12/15/2011,10,4,NULL
1029565,11/2/2010,5/2/2011,3,3,NULL
1029637,4/1/2011,9/29/2011,9,5,NULL
1029673,8/20/2010,2/17/2011,2,2,NULL
1000032,3/13/2011,9/10/2011,12,2,NULL
1000114,12/5/2010,6/4/2011,7,3,NULL
1000130,4/29/2011,10/27/2011,11,5,NULL
1000222,8/28/2010,2/25/2011,3,2,4/18/2011
1000461,1/18/2011,7/18/2011,14,6,NULL
1000827,3/16/2011,9/13/2011,8,6,3/18/2011
1001119,2/3/2011,8/3/2011,18,6,NULL
1001136,6/12/2011,12/10/2011,10,6,10/8/2011
1001175,3/26/2011,9/23/2011,9,2,NULL
1001222,12/12/2010,6/11/2011,10,7,NULL
1001236,10/30/2010,4/29/2011,8,3,NULL
1001430,12/3/2010,6/2/2011,16,6,3/8/2011
1001441,11/18/2010,5/18/2011,19,1,4/10/2011
1001569,9/28/2010,3/28/2011,1,5,NULL
1001689,12/15/2010,6/14/2011,4,7,4/13/2011
1001699,5/13/2011,11/10/2011,4,3,NULL
1001717,5/12/2011,11/9/2011,6,5,NULL
1001799,9/20/2010,3/20/2011,8,4,NULL
1001946,12/16/2010,6/15/2011,6,4,NULL
1001961,7/29/2010,1/26/2011,2,4,4/4/2011
1001967,1/27/2011,7/27/2011,5,5,NULL
1002016,7/20/2010,1/17/2011,17,3,NULL
1002034,9/1/2010,3/1/2011,5,5,NULL
1002072,5/27/2011,11/24/2011,16,7,NULL
1002284,7/5/2010,1/2/2011,15,4,NULL
1002350,5/11/2011,11/8/2011,8,1,8/12/2011
1002390,9/23/2010,3/23/2011,6,5,NULL
1002566,6/12/2011,12/10/2011,12,5,10/9/2011
1002624,10/5/2010,4/4/2011,6,2,NULL
1002671,4/21/2011,10/19/2011,13,3,NULL
1002675,2/15/2011,8/15/2011,16,6,NULL
1002868,5/9/2011,11/6/2011,20,7,NULL
1002896,5/22/2011,11/19/2011,16,2,NULL
1002950,3/3/2011,8/31/2011,11,3,NULL
1003045,8/10/2010,2/7/2011,14,2,NULL
1003211,5/30/2011,11/27/2011,11,5,NULL
1003320,1/1/2011,7/1/2011,17,2,NULL
1003398,7/20/2010,1/17/2011,18,6,NULL
1003441,7/25/2010,1/22/2011,5,1,3/19/2011
1003511,11/28/2010,5/28/2011,15,4,NULL
1003598,9/27/2010,3/27/2011,13,2,NULL
1003647,10/17/2010,4/16/2011,20,1,NULL
1003755,1/1/2011,7/1/2011,8,3,NULL
1003805,2/5/2011,8/5/2011,3,2,NULL
1003972,5/3/2011,10/31/2011,14,6,NULL
1004019,11/12/2010,5/12/2011,15,7,NULL
1004022,12/1/2010,5/31/2011,19,7,NULL
1004217,10/21/2010,4/20/2011,12,6,NULL
1004379,12/20/2010,6/19/2011,16,5,NULL
1004619,10/18/2010,4/17/2011,13,7,NULL
1004709,9/28/2010,3/28/2011,9,7,NULL
1004771,8/19/2010,2/16/2011,2,6,NULL
1004865,1/9/2011,7/9/2011,9,3,NULL
1004958,12/16/2010,6/15/2011,12,4,NULL
1005062,8/15/2010,2/12/2011,1,3,NULL
1005122,10/19/2010,4/18/2011,4,2,NULL
1005383,5/6/2011,11/3/2011,2,1,NULL
1005425,2/3/2011,8/3/2011,20,6,NULL
1005717,4/3/2011,10/1/2011,1,5,NULL
1005838,3/14/2011,9/11/2011,5,3,NULL
1005957,12/4/2010,6/3/2011,7,6,NULL
1006086,4/20/2011,10/18/2011,18,2,NULL
1006099,1/22/2011,7/22/2011,12,5,NULL
1006205,8/5/2010,2/2/2011,17,6,4/4/2011
1006344,5/30/2011,11/27/2011,13,6,NULL
1006345,9/8/2010,3/8/2011,12,2,NULL
1006437,10/21/2010,4/20/2011,16,2,NULL
1006588,6/28/2011,12/26/2011,16,3,NULL
1006615,12/22/2010,6/21/2011,12,5,NULL
1006671,2/10/2011,8/10/2011,7,3,NULL
1006694,1/21/2011,7/21/2011,9,7,NULL
1006772,2/12/2011,8/12/2011,9,3,NULL
1006835,5/11/2011,11/8/2011,18,5,NULL
1006852,3/13/2011,9/10/2011,5,5,4/1/2011
1006934,4/18/2011,10/16/2011,20,7,NULL
1006970,7/26/2010,1/23/2011,5,4,NULL
1007006,6/23/2011,12/21/2011,7,3,NULL
1007086,2/2/2011,8/2/2011,5,6,NULL
1007117,11/8/2010,5/8/2011,3,4,NULL
1007119,2/18/2011,8/18/2011,11,3,NULL
1007164,3/4/2011,9/1/2011,16,3,NULL
1007178,10/30/2010,4/29/2011,13,6,3/17/2011
1007361,12/15/2010,6/14/2011,2,7,NULL
1007751,10/4/2010,4/3/2011,20,6,4/4/2011
1007846,12/21/2010,6/20/2011,13,5,NULL
1007869,10/14/2010,4/13/2011,19,6,3/30/2011
